Transaction_ID,Account_ID,Customer_Name,Region,Account_Type,Transaction_Type,Currency,Amount,Fee_Charged,Interest_Accrued,Amount in USD,Fee charged in USD,Interest accrued in USD,Transaction_Date,Month,Year,,,,,
11382,1095,Ahmed,North,Credit,Deposit,USD,3239.97,93.3,73.89,3239.97,93.3,73.89,25/05/2024,May,2024,,,,,
11383,1087,Lina,East,Investment,Deposit,USD,4398.77,95.76,139.98,4398.77,95.76,139.98,08/05/2023,May,2023,,,,,
11384,1077,Zain,South,Investment,Fee,USD,3245.48,59.69,135.47,3245.48,59.69,135.47,11/09/2023,September,2023,,,,,
11385,1031,Huda,South,Investment,Transfer,USD,3107.16,1.99,80.87,3107.16,1.99,80.87,03/07/2024,July,2024,,,,,
11386,1045,Fatima,South,Investment,Fee,USD,7475.55,10.6,81.54,7475.55,10.6,81.54,22/12/2024,December,2024,,,,,
11387,1015,Huda,West,Savings,Transfer,SAR,7478.19,83.4,-0.61,2019.1113,22.518,-0.1647,18/12/2023,December,2023,,,,,
11388,1067,Fatima,North,Savings,Interest,USD,5182.7,82.97,51.33,5182.7,82.97,51.33,28/08/2024,August,2024,,,,,
11389,1036,Fatima,West,Credit,Interest,SAR,6579.59,94.6,76.52,1776.4893,25.542,20.6604,24/06/2024,June,2024,,,,,
11390,1053,Ali,East,Credit,Transfer,SAR,4957.285,56.38,115.25,1338.46695,15.2226,31.1175,13/06/2023,June,2023,,,,,
11391,1084,Ali,North,Investment,Fee,USD,295.61,86.38,81.57,295.61,86.38,81.57,10/10/2024,October,2024,,,,,
11392,1013,Ali,South,Investment,Interest,USD,669.4,82.49,9.86,669.4,82.49,9.86,18/06/2024,June,2024,,,,,
11393,1094,Omar,North,Investment,Fee,SAR,3843.57,58.94,-12.1,1037.7639,15.9138,-3.267,11/05/2023,May,2023,,,,,
11394,1054,Sara,South,Credit,Interest,SAR,7499.97,78.36,51.33,2024.9919,21.1572,13.8591,20/08/2024,August,2024,,,,,
11395,1047,Fatima,West,Investment,Fee,SAR,9133.13,50.88,67.2,2465.9451,13.7376,18.144,26/11/2024,November,2024,,,,,
11396,1081,Zain,West,Checking,Fee,USD,306.79,63.92,51.33,306.79,63.92,51.33,18/05/2024,May,2024,,,,,
11397,1006,Huda,South,Credit,Withdrawal,USD,3686.62,95.35,51.33,3686.62,95.35,51.33,28/02/2024,February,2024,,,,,
11398,1073,Ali,South,Checking,Transfer,USD,2245.59,16.2,-38.27,2245.59,16.2,-38.27,03/07/2023,July,2023,,,,,
11399,1006,Omar,East,Investment,Withdrawal,SAR,8153.9,74.4,25.13,2201.553,20.088,6.7851,01/11/2024,November,2024,,,,,
11400,1032,Ali,West,Savings,Transfer,USD,8461.22,32.08,2.11,8461.22,32.08,2.11,06/06/2024,June,2024,,,,,
11401,1022,Huda,West,Checking,Fee,USD,2072.02,81.71,24.07,2072.02,81.71,24.07,07/07/2024,July,2024,,,,,
11402,1084,Huda,East,Credit,Fee,USD,7111.16,69.72,-39.14,7111.16,69.72,-39.14,23/08/2023,August,2023,,,,,
11403,1018,Lina,West,Checking,Transfer,USD,7320.24,92.62,94.84,7320.24,92.62,94.84,11/05/2023,May,2023,,,,,
11404,1018,Fatima,South,Credit,Fee,SAR,1778.81,71.19,-26.66,480.2787,19.2213,-7.1982,27/11/2024,November,2024,,,,,
11405,1035,Ali,North,Investment,Interest,USD,4342.62,41.03,-47.12,4342.62,41.03,-47.12,14/01/2023,January,2023,,,,,
11406,1028,Huda,North,Checking,Fee,USD,6207.17,1.09,139.26,6207.17,1.09,139.26,20/10/2024,October,2024,,,,,
11407,1059,Sara,West,Savings,Transfer,SAR,270.41,79.29,-11.42,73.0107,21.4083,-3.0834,15/01/2024,January,2024,,,,,
11408,1081,Sara,East,Checking,Transfer,USD,4051.87,40.85,51.33,4051.87,40.85,51.33,01/03/2023,March,2023,,,,,
11409,1001,Ali,South,Savings,Transfer,SAR,4957.285,67.06,142.89,1338.46695,18.1062,38.5803,19/10/2023,October,2023,,,,,
11410,1000,Omar,North,Credit,Withdrawal,SAR,5423.55,50.88,56.82,1464.3585,13.7376,15.3414,09/06/2023,June,2023,,,,,
11411,1046,Huda,South,Investment,Withdrawal,USD,8430.75,50.88,55.22,8430.75,50.88,55.22,22/03/2024,March,2024,,,,,
11412,1068,Lina,West,Investment,Withdrawal,SAR,5252.29,43.57,23.48,1418.1183,11.7639,6.3396,21/06/2024,June,2024,,,,,
11413,1019,Fatima,West,Savings,Withdrawal,USD,369.48,91.97,35.12,369.48,91.97,35.12,30/07/2024,July,2024,,,,,
11414,1010,Fatima,North,Credit,Withdrawal,SAR,306.28,70.7,46.42,82.6956,19.089,12.5334,21/01/2024,January,2024,,,,,
11415,1001,Omar,West,Investment,Withdrawal,SAR,6058.98,12.15,-19.58,1635.9246,3.2805,-5.2866,11/03/2023,March,2023,,,,,
11416,1066,Lina,East,Credit,Withdrawal,USD,3286.54,57.92,22.95,3286.54,57.92,22.95,17/01/2024,January,2024,,,,,
11417,1086,Fatima,West,Savings,Transfer,SAR,5730.94,90.99,113.22,1547.3538,24.5673,30.5694,15/11/2024,November,2024,,,,,
11418,1011,Lina,West,Savings,Deposit,USD,1644.73,80,-13.52,1644.73,80,-13.52,13/08/2023,August,2023,,,,,
11419,1019,Ahmed,West,Checking,Withdrawal,USD,7770.85,41.8,95.97,7770.85,41.8,95.97,22/05/2024,May,2024,,,,,
11420,1004,Ali,South,Investment,Transfer,USD,8608.59,95.51,80.32,8608.59,95.51,80.32,26/10/2024,October,2024,,,,,
11421,1036,Fatima,South,Investment,Deposit,USD,8893.36,26.86,51.33,8893.36,26.86,51.33,09/02/2023,February,2023,,,,,
11422,1037,Sara,North,Checking,Withdrawal,SAR,3047.71,37.51,-45.51,822.8817,10.1277,-12.2877,26/05/2023,May,2023,,,,,
11423,1093,Huda,North,Savings,Deposit,USD,6610.75,74.97,20.51,6610.75,74.97,20.51,01/01/2024,January,2024,,,,,
11424,1008,Lina,North,Savings,Deposit,SAR,2797.63,23.29,88.43,755.3601,6.2883,23.8761,01/09/2024,September,2024,,,,,
11425,1097,Lina,West,Savings,Interest,USD,7629.94,51.54,16.08,7629.94,51.54,16.08,05/09/2023,September,2023,,,,,
11426,1052,Zain,South,Savings,Fee,SAR,1214.04,72.88,83.55,327.7908,19.6776,22.5585,12/01/2023,January,2023,,,,,
11427,1043,Omar,East,Credit,Interest,SAR,7630.02,64.4,83.09,2060.1054,17.388,22.4343,19/06/2024,June,2024,,,,,
11428,1098,Zain,West,Investment,Deposit,SAR,4402.89,15.54,111.31,1188.7803,4.1958,30.0537,24/05/2024,May,2024,,,,,
11429,1085,Fatima,West,Investment,Transfer,SAR,8556.94,62.97,-30.1,2310.3738,17.0019,-8.127,02/09/2023,September,2023,,,,,
11430,1023,Zain,West,Savings,Withdrawal,USD,7391.92,57.27,65.43,7391.92,57.27,65.43,20/06/2023,June,2023,,,,,
11431,1080,Zain,East,Savings,Fee,usd,3771.43,55.78,-37.5,3771.43,55.78,-37.5,01/02/2023,February,2023,,,,,
11432,1073,Ahmed,North,Savings,Withdrawal,SAR,9036.36,82.6,-14.81,2439.8172,22.302,-3.9987,17/09/2024,September,2024,,,,,
11433,1029,Lina,East,Investment,Transfer,SAR,2840.54,18.39,15.1,766.9458,4.9653,4.077,21/12/2024,December,2024,,,,,
11434,1058,Sara,North,Investment,Fee,USD,9670.22,75.16,91.48,9670.22,75.16,91.48,04/03/2024,March,2024,,,,,
11435,1086,Omar,East,Savings,Interest,SAR,7674.36,76.09,144.78,2072.0772,20.5443,39.0906,04/02/2023,February,2023,,,,,
11436,1095,Sara,South,Credit,Deposit,SAR,9906.84,72.26,18.5,2674.8468,19.5102,4.995,24/07/2023,July,2023,,,,,
11437,1080,Ahmed,West,Checking,Transfer,USD,548.51,50.6,54.23,548.51,50.6,54.23,19/01/2024,January,2024,,,,,
11438,1080,Ahmed,West,Checking,Deposit,SAR,2747.62,39.55,1.81,741.8574,10.6785,0.4887,23/09/2023,September,2023,,,,,
11439,1013,Zain,West,Checking,Deposit,SAR,7415.23,39.47,85.1,2002.1121,10.6569,22.977,30/07/2024,July,2024,,,,,
11440,1008,Ali,North,Investment,Withdrawal,USD,9223.27,73.38,23.32,9223.27,73.38,23.32,18/03/2024,March,2024,,,,,
11441,1039,Lina,East,Investment,Transfer,SAR,297.42,49.79,46.32,80.3034,13.4433,12.5064,01/09/2024,September,2024,,,,,
11442,1065,Huda,South,Checking,Deposit,USD,10.09,33.84,63.56,10.09,33.84,63.56,27/11/2024,November,2024,,,,,
11443,1024,Lina,East,Checking,Interest,USD,2569.86,62.55,87.25,2569.86,62.55,87.25,29/04/2024,April,2024,,,,,
11444,1072,Huda,West,Credit,Fee,USD,8529.26,83.7,-37.99,8529.26,83.7,-37.99,14/04/2024,April,2024,,,,,
11445,1021,Zain,South,Investment,Transfer,USD,7673.86,6.15,60.98,7673.86,6.15,60.98,23/09/2023,September,2023,,,,,
11446,1003,Huda,South,Investment,Withdrawal,SAR,3409.37,97.21,36.23,920.5299,26.2467,9.7821,19/04/2023,April,2023,,,,,
11447,1025,Ahmed,West,Checking,Transfer,USD,30.09,9.67,-23.25,30.09,9.67,-23.25,03/05/2024,May,2024,,,,,
11448,1057,Sara,East,Credit,Withdrawal,USD,5551.51,51.17,51.33,5551.51,51.17,51.33,27/06/2023,June,2023,,,,,
11449,1028,Huda,West,Credit,Fee,SAR,2387.18,56.02,126.78,644.5386,15.1254,34.2306,06/09/2023,September,2023,,,,,
11450,1097,Lina,East,Checking,Interest,USD,7458.63,13.82,124.36,7458.63,13.82,124.36,05/01/2023,January,2023,,,,,
11451,1086,Omar,South,Checking,Deposit,SAR,4469.03,91.56,-43.33,1206.6381,24.7212,-11.6991,06/06/2023,June,2023,,,,,
11452,1036,Zain,South,Investment,Transfer,USD,6789.23,47.15,87.88,6789.23,47.15,87.88,18/08/2023,August,2023,,,,,
11453,1074,Ali,West,Checking,Withdrawal,USD,8524.57,14.31,60.84,8524.57,14.31,60.84,19/09/2024,September,2024,,,,,
11454,1069,Zain,South,Savings,Fee,USD,5362.24,71.16,137.96,5362.24,71.16,137.96,18/09/2023,September,2023,,,,,
11455,1017,Fatima,North,Credit,Deposit,USD,3366.2,66.34,131.6,3366.2,66.34,131.6,17/11/2023,November,2023,,,,,
11456,1084,Zain,South,Checking,Fee,SAR,7697.74,96.29,65.91,2078.3898,25.9983,17.7957,07/05/2023,May,2023,,,,,
11457,1041,Ahmed,North,Savings,Interest,SAR,2659.22,44.15,-22.21,717.9894,11.9205,-5.9967,28/01/2023,January,2023,,,,,
11458,1099,Sara,South,Credit,Deposit,SAR,8916.27,26.78,41.96,2407.3929,7.2306,11.3292,24/05/2024,May,2024,,,,,
11459,1040,Sara,West,Savings,Deposit,USD,723.56,6,95.03,723.56,6,95.03,16/08/2023,August,2023,,,,,
11460,1037,Omar,West,Savings,Deposit,USD,8356.33,50.88,140.35,8356.33,50.88,140.35,02/10/2024,October,2024,,,,,
11461,1033,Huda,North,Checking,Withdrawal,USD,924.64,61.73,22.77,924.64,61.73,22.77,24/06/2024,June,2024,,,,,
11462,1016,Ahmed,West,Credit,Deposit,SAR,570.81,97.26,106.93,154.1187,26.2602,28.8711,28/06/2023,June,2023,,,,,
11463,1036,Fatima,South,Savings,Fee,USD,3638.94,71.22,86.67,3638.94,71.22,86.67,06/11/2024,November,2024,,,,,
11464,1024,Ahmed,South,Investment,Withdrawal,SAR,9565.93,93.32,-34.34,2582.8011,25.1964,-9.2718,02/11/2024,November,2024,,,,,
11465,1075,Zain,West,Credit,Deposit,SAR,9835.03,99.16,61.6,2655.4581,26.7732,16.632,15/10/2023,October,2023,,,,,
11466,1086,Ahmed,South,Investment,Fee,SAR,2028.68,42.84,-13.3,547.7436,11.5668,-3.591,08/05/2024,May,2024,,,,,
11467,1085,Ahmed,East,Checking,Fee,USD,1494.89,15.03,86.71,1494.89,15.03,86.71,22/09/2023,September,2023,,,,,
11468,1084,Omar,East,Investment,Transfer,USD,3536,19.59,72.02,3536,19.59,72.02,11/04/2024,April,2024,,,,,
11469,1026,Fatima,South,Credit,Fee,USD,3377.5,31.84,144.61,3377.5,31.84,144.61,30/01/2024,January,2024,,,,,
11470,1056,Zain,West,Savings,Interest,USD,7598.33,50.89,137.08,7598.33,50.89,137.08,07/03/2024,March,2024,,,,,
11471,1030,Ali,North,Savings,Deposit,SAR,4445.55,12.24,-48.13,1200.2985,3.3048,-12.9951,10/03/2024,March,2024,,,,,
11472,1005,Omar,West,Credit,Deposit,SAR,7801.04,30.17,-33.99,2106.2808,8.1459,-9.1773,23/01/2024,January,2024,,,,,
11473,1090,Ali,North,Savings,Deposit,USD,7489.64,30.78,103.83,7489.64,30.78,103.83,20/06/2024,June,2024,,,,,
11474,1039,Omar,West,Investment,Fee,USD,5787.32,0.41,87.13,5787.32,0.41,87.13,25/05/2023,May,2023,,,,,
11475,1097,Sara,South,Savings,Fee,USD,8336.79,35.42,110.19,8336.79,35.42,110.19,24/06/2023,June,2023,,,,,
11476,1011,Lina,East,Savings,Deposit,SAR,1964.52,11.62,3.36,530.4204,3.1374,0.9072,03/06/2024,June,2024,,,,,
11477,1052,Omar,West,Investment,Withdrawal,USD,1626.49,42.97,119.86,1626.49,42.97,119.86,10/11/2023,November,2023,,,,,
11478,1070,Huda,North,Investment,Withdrawal,SAR,7509,19.65,38.48,2027.43,5.3055,10.3896,12/09/2024,September,2024,,,,,
11479,1009,Ahmed,East,Investment,Interest,SAR,2455.52,82.21,2.38,662.9904,22.1967,0.6426,09/05/2023,May,2023,,,,,
11480,1044,Sara,North,Checking,Transfer,SAR,37.92,8.05,-47.88,10.2384,2.1735,-12.9276,28/05/2024,May,2024,,,,,
11481,1016,Fatima,South,Investment,Interest,SAR,9120.48,86.57,124.27,2462.5296,23.3739,33.5529,10/01/2023,January,2023,,,,,
11482,1025,Ali,East,Investment,Deposit,SAR,6233.14,58.05,57.07,1682.9478,15.6735,15.4089,13/12/2023,December,2023,,,,,
11483,1084,Lina,North,Checking,Deposit,SAR,4454.93,45.86,145.08,1202.8311,12.3822,39.1716,27/04/2023,April,2023,,,,,
11484,1091,Lina,West,Savings,Deposit,SAR,7260.11,54.97,92.94,1960.2297,14.8419,25.0938,15/02/2024,February,2024,,,,,
11485,1061,Omar,South,Investment,Transfer,USD,4957.285,37.61,-33.92,4957.285,37.61,-33.92,01/02/2024,February,2024,,,,,
11486,1045,Ahmed,South,Credit,Fee,USD,9537.12,12.76,67.64,9537.12,12.76,67.64,11/01/2023,January,2023,,,,,
11487,1063,Fatima,South,Investment,Transfer,USD,695.52,76.59,-46.58,695.52,76.59,-46.58,02/02/2024,February,2024,,,,,
11488,1001,Huda,West,Investment,Interest,SAR,6413.07,92.79,61.56,1731.5289,25.0533,16.6212,30/08/2024,August,2024,,,,,
11489,1053,Fatima,West,Checking,Fee,SAR,7775.12,95.01,20.04,2099.2824,25.6527,5.4108,03/04/2023,April,2023,,,,,
11490,1064,Ahmed,East,Credit,Fee,USD,4696.57,67.07,78.66,4696.57,67.07,78.66,12/04/2023,April,2023,,,,,
11491,1050,Huda,West,Savings,Interest,SAR,7552.13,41.03,58.31,2039.0751,11.0781,15.7437,08/04/2023,April,2023,,,,,
11492,1052,Fatima,East,Savings,Fee,SAR,9269.83,47.84,2.27,2502.8541,12.9168,0.6129,09/10/2023,October,2023,,,,,
11493,1035,Huda,South,Credit,Withdrawal,SAR,7442.5,65.7,-17.53,2009.475,17.739,-4.7331,29/10/2024,October,2024,,,,,
11494,1025,Omar,East,Investment,Interest,SAR,3100.58,82.31,30.94,837.1566,22.2237,8.3538,18/10/2024,October,2024,,,,,
11495,1028,Omar,North,Checking,Interest,SAR,5622.85,37.46,147.37,1518.1695,10.1142,39.7899,25/02/2024,February,2024,,,,,
11496,1020,Ahmed,South,Credit,Withdrawal,SAR,9116.92,91.68,37.14,2461.5684,24.7536,10.0278,30/12/2023,December,2023,,,,,
11497,1010,Ahmed,South,Credit,Transfer,SAR,4496.49,32.43,99.76,1214.0523,8.7561,26.9352,30/07/2023,July,2023,,,,,
11498,1039,Huda,East,Savings,Transfer,SAR,6820.17,53.09,-38.61,1841.4459,14.3343,-10.4247,28/10/2024,October,2024,,,,,
11499,1010,Zain,South,Checking,Transfer,SAR,4660.49,96.14,25.77,1258.3323,25.9578,6.9579,22/05/2024,May,2024,,,,,
11500,1035,Sara,West,Credit,Fee,SAR,1222.23,93.82,66.06,330.0021,25.3314,17.8362,17/03/2023,March,2023,,,,,
11501,1058,Lina,North,Checking,Withdrawal,SAR,595.39,69.57,100.24,160.7553,18.7839,27.0648,19/11/2023,November,2023,,,,,
11502,1038,Fatima,East,Investment,Interest,SAR,9523.22,32.46,55.68,2571.2694,8.7642,15.0336,27/03/2024,March,2024,,,,,
11503,1098,Fatima,East,Savings,Interest,USD,6129.29,21.9,53.06,6129.29,21.9,53.06,17/11/2024,November,2024,,,,,
11504,1053,Zain,South,saving,Interest,SAR,1047.11,8.01,102.78,282.7197,2.1627,27.7506,14/09/2024,September,2024,,,,,
11505,1097,Zain,West,Checking,Fee,SAR,8575.81,70.87,12.66,2315.4687,19.1349,3.4182,18/01/2023,January,2023,,,,,
11506,1054,Zain,South,Investment,Fee,USD,5231.7,50.35,-31.88,5231.7,50.35,-31.88,18/10/2023,October,2023,,,,,
11507,1023,Ali,South,Savings,Transfer,USD,7721.6,57.23,19.43,7721.6,57.23,19.43,17/07/2023,July,2023,,,,,
11508,1021,Ali,East,Checking,Fee,USD,1276.29,47.24,51.33,1276.29,47.24,51.33,11/06/2023,June,2023,,,,,
11509,1068,Huda,South,Credit,Transfer,SAR,9070.04,48.29,143.19,2448.9108,13.0383,38.6613,21/02/2024,February,2024,,,,,
11510,1055,Ali,North,Investment,Transfer,SAR,5909.45,57.13,65.5,1595.5515,15.4251,17.685,19/01/2024,January,2024,,,,,
11511,1032,Omar,South,Savings,Interest,USD,7385.22,50.88,39.32,7385.22,50.88,39.32,19/07/2023,July,2023,,,,,
11512,1035,Omar,South,Credit,Fee,USD,323.48,2.94,132.41,323.48,2.94,132.41,12/05/2024,May,2024,,,,,
11513,1019,Ahmed,East,Savings,Transfer,USD,3159.9,80.16,130.07,3159.9,80.16,130.07,12/02/2023,February,2023,,,,,
11514,1082,Lina,South,Checking,Withdrawal,SAR,2681.78,39.05,33.14,724.0806,10.5435,8.9478,23/03/2023,March,2023,,,,,
11515,1098,Huda,West,Checking,Withdrawal,SAR,9496.45,74.49,124.95,2564.0415,20.1123,33.7365,22/06/2024,June,2024,,,,,
11516,1080,Lina,East,Investment,Fee,USD,1861.53,94.85,-37.19,1861.53,94.85,-37.19,31/10/2023,October,2023,,,,,
11517,1061,Fatima,South,Savings,Interest,SAR,7073.45,30.63,127.14,1909.8315,8.2701,34.3278,03/08/2024,August,2024,,,,,
11518,1097,Sara,North,Savings,Interest,SAR,437.11,8.96,12.12,118.0197,2.4192,3.2724,18/07/2023,July,2023,,,,,
11519,1072,Ahmed,North,Savings,Transfer,USD,1984.86,23.23,63.02,1984.86,23.23,63.02,10/02/2024,February,2024,,,,,
11520,1025,Fatima,East,Checking,Fee,USD,3392.59,22.21,3.94,3392.59,22.21,3.94,02/03/2024,March,2024,,,,,
11521,1065,Fatima,East,Investment,Withdrawal,USD,4957.285,74.18,146.96,4957.285,74.18,146.96,05/04/2024,April,2024,,,,,
11522,1072,Huda,South,Savings,Transfer,SAR,7901.87,6.19,-35.64,2133.5049,1.6713,-9.6228,24/04/2024,April,2024,,,,,
11523,1072,Zain,West,Savings,Transfer,SAR,9526.49,5.09,39.39,2572.1523,1.3743,10.6353,28/12/2024,December,2024,,,,,
11524,1039,Zain,South,Credit,Deposit,SAR,9168.51,69.36,74.2,2475.4977,18.7272,20.034,04/05/2023,May,2023,,,,,
11525,1016,Lina,North,Savings,Fee,SAR,824.33,55.67,73.12,222.5691,15.0309,19.7424,11/06/2024,June,2024,,,,,
11526,1000,Ahmed,West,Investment,Transfer,SAR,8300.38,41.78,97.75,2241.1026,11.2806,26.3925,29/09/2024,September,2024,,,,,
11527,1088,Zain,West,Credit,Withdrawal,USD,4517.22,57.54,94.88,4517.22,57.54,94.88,09/06/2024,June,2024,,,,,
11528,1060,Fatima,West,Credit,Deposit,SAR,8660.2,50.88,108.63,2338.254,13.7376,29.3301,08/02/2023,February,2023,,,,,
11529,1042,Zain,South,Credit,Withdrawal,SAR,4957.285,10.35,-3.14,1338.46695,2.7945,-0.8478,18/07/2023,July,2023,,,,,
11530,1041,Ali,North,Checking,Interest,USD,8229.46,50.88,24.1,8229.46,50.88,24.1,18/04/2023,April,2023,,,,,
11531,1024,Zain,East,Credit,Deposit,USD,1604.83,82.44,26.41,1604.83,82.44,26.41,25/09/2023,September,2023,,,,,
11532,1038,Fatima,South,Savings,Deposit,USD,3345.08,36.24,141.17,3345.08,36.24,141.17,19/12/2023,December,2023,,,,,
11533,1034,Lina,East,Checking,Transfer,USD,298.2,76.3,31.86,298.2,76.3,31.86,07/11/2023,November,2023,,,,,
11534,1002,Huda,West,Checking,Interest,SAR,1246.04,84.54,-5.63,336.4308,22.8258,-1.5201,25/01/2024,January,2024,,,,,
11535,1043,Ahmed,West,Checking,Transfer,SAR,4462.8,82.09,76.47,1204.956,22.1643,20.6469,09/02/2023,February,2023,,,,,
11536,1050,Sara,South,Checking,Fee,USD,8185.2,65.04,35.45,8185.2,65.04,35.45,03/08/2024,August,2024,,,,,
11537,1093,Zain,North,Checking,Withdrawal,SAR,7738.96,71.73,0.02,2089.5192,19.3671,0.0054,01/06/2023,June,2023,,,,,
11538,1097,Omar,West,Checking,Withdrawal,USD,2360.62,78.77,93.03,2360.62,78.77,93.03,06/07/2023,July,2023,,,,,
11539,1011,Omar,East,Checking,Transfer,SAR,1525.39,73.37,-11.61,411.8553,19.8099,-3.1347,05/03/2024,March,2024,,,,,
11540,1018,Lina,East,Credit,Withdrawal,SAR,3898.74,45.17,76.67,1052.6598,12.1959,20.7009,01/04/2024,April,2024,,,,,
11541,1043,Fatima,South,Investment,Withdrawal,SAR,8833.85,15.91,36.11,2385.1395,4.2957,9.7497,15/08/2023,August,2023,,,,,
11542,1058,Sara,East,Savings,Fee,USD,923.34,30.97,13.83,923.34,30.97,13.83,03/03/2024,March,2024,,,,,
11543,1048,Sara,North,Savings,Interest,USD,5433.71,20.72,139.2,5433.71,20.72,139.2,23/07/2023,July,2023,,,,,
11544,1060,Ali,West,Credit,Deposit,SAR,897.19,36.14,14.88,242.2413,9.7578,4.0176,28/04/2023,April,2023,,,,,
11545,1016,Sara,East,Credit,Transfer,SAR,4707.42,48.93,19.5,1271.0034,13.2111,5.265,29/01/2024,January,2024,,,,,
11546,1073,Omar,East,Checking,Transfer,USD,1276.65,95.9,124.13,1276.65,95.9,124.13,10/08/2023,August,2023,,,,,
11547,1056,Huda,West,Investment,Fee,USD,812.57,95.95,-24.19,812.57,95.95,-24.19,04/03/2023,March,2023,,,,,
11548,1054,Fatima,South,Checking,Fee,SAR,1916.58,76.96,-28.39,517.4766,20.7792,-7.6653,31/01/2024,January,2024,,,,,
11549,1046,Fatima,East,Credit,Deposit,SAR,4957.285,98.01,51.33,1338.46695,26.4627,13.8591,05/01/2023,January,2023,,,,,
11550,1011,Zain,South,Checking,Interest,USD,2769.89,99.8,68.33,2769.89,99.8,68.33,30/11/2023,November,2023,,,,,
11551,1061,Zain,South,Savings,Transfer,SAR,6456.23,88.53,26.86,1743.1821,23.9031,7.2522,19/10/2023,October,2023,,,,,
11552,1079,Zain,East,Savings,Fee,USD,559.27,7.95,51.33,559.27,7.95,51.33,22/05/2024,May,2024,,,,,
11553,1087,Omar,North,Checking,Transfer,USD,817.28,42.6,-18.05,817.28,42.6,-18.05,25/05/2023,May,2023,,,,,
11554,1082,Omar,South,Investment,Withdrawal,SAR,1895.17,53.41,2.29,511.6959,14.4207,0.6183,23/10/2024,October,2024,,,,,
11555,1007,Lina,East,Checking,Transfer,usd,8721.91,12.41,63.03,8721.91,12.41,63.03,08/06/2023,June,2023,,,,,
11556,1094,Omar,South,Checking,Interest,SAR,6289.76,80.86,-6.57,1698.2352,21.8322,-1.7739,11/01/2023,January,2023,,,,,
11557,1020,Omar,West,Investment,Interest,USD,7306.39,14.87,34.56,7306.39,14.87,34.56,10/03/2023,March,2023,,,,,
11558,1080,Omar,North,Investment,Transfer,USD,3709.92,38.33,64.53,3709.92,38.33,64.53,04/12/2024,December,2024,,,,,
11559,1086,Omar,North,Investment,Withdrawal,USD,2140.07,6.89,144.73,2140.07,6.89,144.73,05/09/2024,September,2024,,,,,
11560,1079,Huda,West,Savings,Interest,SAR,389.23,52.46,-34.02,105.0921,14.1642,-9.1854,27/06/2024,June,2024,,,,,
11561,1069,Omar,West,Checking,Fee,SAR,4890.47,59.7,42.08,1320.4269,16.119,11.3616,21/07/2023,July,2023,,,,,
11562,1071,Lina,South,Credit,Transfer,USD,5747.07,50.88,29.25,5747.07,50.88,29.25,23/09/2023,September,2023,,,,,
11563,1024,Sara,West,Investment,Withdrawal,USD,8971.06,33.95,114.85,8971.06,33.95,114.85,18/04/2023,April,2023,,,,,
11564,1081,Sara,North,Investment,Fee,SAR,8822.11,50.88,130.06,2381.9697,13.7376,35.1162,23/02/2023,February,2023,,,,,
11565,1088,Ali,West,Checking,Transfer,USD,4252.6,73.41,131.4,4252.6,73.41,131.4,04/12/2023,December,2023,,,,,
11566,1011,Huda,East,Credit,Withdrawal,SAR,4241.54,76.2,25.03,1145.2158,20.574,6.7581,09/07/2023,July,2023,,,,,
11567,1014,Zain,East,Checking,Fee,SAR,1619.62,30.16,10.93,437.2974,8.1432,2.9511,27/08/2023,August,2023,,,,,
11568,1058,Ahmed,South,Checking,Interest,USD,2581.92,6.77,39.83,2581.92,6.77,39.83,09/12/2023,December,2023,,,,,
11569,1025,Omar,North,Investment,Transfer,USD,9257.38,3.76,18.8,9257.38,3.76,18.8,18/10/2023,October,2023,,,,,
11570,1025,Ali,East,Investment,Transfer,USD,1418.95,76.81,93.77,1418.95,76.81,93.77,19/11/2023,November,2023,,,,,
11571,1046,Ahmed,West,Savings,Interest,USD,9687.31,38.54,-7.29,9687.31,38.54,-7.29,17/11/2023,November,2023,,,,,
11572,1031,Lina,East,Credit,Deposit,USD,5052.34,13.39,81.74,5052.34,13.39,81.74,11/02/2023,February,2023,,,,,
11573,1009,Sara,East,Credit,Fee,SAR,4571.5,18.45,135.4,1234.305,4.9815,36.558,17/07/2023,July,2023,,,,,
11574,1015,Ali,South,Investment,Interest,USD,1754.64,76.62,5.98,1754.64,76.62,5.98,24/09/2024,September,2024,,,,,
11575,1070,Lina,West,Investment,Transfer,SAR,6618.8,59.89,85.38,1787.076,16.1703,23.0526,11/10/2023,October,2023,,,,,
11576,1016,Ali,West,Investment,Fee,USD,4603.86,50.14,-21.29,4603.86,50.14,-21.29,01/07/2023,July,2023,,,,,
11577,1022,Fatima,West,Credit,Fee,USD,3712.92,62.3,-25.72,3712.92,62.3,-25.72,03/09/2024,September,2024,,,,,
11578,1025,Lina,South,Savings,Deposit,USD,2652.52,13.75,-26.87,2652.52,13.75,-26.87,11/01/2023,January,2023,,,,,
11579,1084,Sara,West,Credit,Transfer,USD,674.2,31.9,-22.29,674.2,31.9,-22.29,17/03/2024,March,2024,,,,,
11580,1085,Sara,West,Investment,Withdrawal,USD,5198.09,37.41,-6.77,5198.09,37.41,-6.77,20/09/2024,September,2024,,,,,
11581,1006,Huda,East,Investment,Deposit,USD,3135.95,31.45,62.57,3135.95,31.45,62.57,28/02/2024,February,2024,,,,,
